"Read1","Read2","UmiRead","SampleName","ReadGroup","Library","SourceMaterial","PlatformUnit","SequencingPlatform","PlatformModel","SequencingCentre","SequencingDate","SLXId","Barcode","Flowcell","Lane","EndType","ReadLength","Index Type"
"PGDX16606P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16606P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16606P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL084-DL622","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16607P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16607P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16607P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL085-DL623","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16608P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16608P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16608P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL086-DL624","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17724P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17724P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17724P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL087-DL625","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17725P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17725P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17725P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL088-DL626","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17726P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17726P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17726P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL089-DL627","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17727P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17727P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17727P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL090-DL628","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17728P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17728P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17728P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL091-DL629","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17729P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17729P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17729P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL092-DL630","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17730P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17730P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17730P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL093-DL631","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17731P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17731P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17731P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL094-DL632","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17732P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17732P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17732P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL095-DL633","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17733P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17733P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17733P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL096-DL634","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17734P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17734P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17734P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL097-DL635","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17735P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17735P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17735P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL098-DL636","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17736P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17736P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17736P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL099-DL637","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17737P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17737P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17737P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL100-DL638","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17738P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17738P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17738P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL101-DL639","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17739P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17739P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17739P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL102-DL640","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17740P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17740P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17740P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL103-DL641","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17742P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17742P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17742P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL104-DL642","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17743P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17743P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17743P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL105-DL643","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17744P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17744P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17744P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL106-DL644","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17745P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17745P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17745P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL107-DL645","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17746P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17746P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17746P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL108-DL646","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17747P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17747P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17747P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL109-DL647","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17748P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17748P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17748P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL110-DL648","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17749P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17749P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17749P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL111-DL649","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17750P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17750P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17750P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL112-DL650","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17751P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17751P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17751P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL113-DL651","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17752P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17752P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17752P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL114-DL652","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17753P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17753P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17753P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL115-DL653","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17754P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17754P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17754P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL116-DL654","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17755P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17755P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17755P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL117-DL655","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17756P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17756P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17756P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL118-DL656","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17757P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17757P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17757P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL119-DL657","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17758P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17758P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17758P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL120-DL658","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17759P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17759P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17759P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL121-DL659","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17760P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17760P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17760P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL122-DL660","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17761P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17761P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17761P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL123-DL661","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17762P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17762P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17762P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL124-DL662","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17763P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17763P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17763P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL125-DL663","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17776P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17776P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17776P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL126-DL664","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17776P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17776P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17776P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL127-DL665","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17776P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17776P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17776P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL128-DL666","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17777P4_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17777P4_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17777P4",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL129-DL667","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17777P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17777P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17777P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL130-DL668","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17777P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17777P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17777P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL131-DL669","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17778P10_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17778P10_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17778P10",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL132-DL670","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17778P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17778P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17778P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL133-DL671","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17778P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17778P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17778P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL134-DL672","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17778P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17778P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17778P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL135-DL673","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17778P9_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17778P9_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17778P9",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL136-DL674","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17779P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17779P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17779P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL137-DL675","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17779P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17779P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17779P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL138-DL676","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17779P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17779P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17779P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL139-DL677","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17779P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17779P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17779P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL140-DL678","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17780P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17780P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17780P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL141-DL679","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17780P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17780P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17780P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL142-DL680","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17780P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17780P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17780P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL143-DL681","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17780P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17780P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17780P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL144-DL682","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17781P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17781P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17781P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL145-DL683","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17781P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17781P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17781P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL146-DL684","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17781P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17781P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17781P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL147-DL685","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17781P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17781P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17781P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL148-DL686","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17940P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17940P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17940P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL149-DL687","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17941P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17941P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17941P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL150-DL688","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17942P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17942P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17942P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL151-DL689","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17943P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17943P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17943P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL152-DL690","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17944P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17944P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17944P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL153-DL691","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17945P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17945P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17945P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL154-DL692","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17946P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17946P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17946P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL155-DL693","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17947P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17947P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17947P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL156-DL694","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17947P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17947P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17947P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL157-DL695","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17948P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17948P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17948P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL158-DL696","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17949P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17949P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17949P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL159-DL697","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17950P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17950P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17950P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL160-DL698","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17951P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17951P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17951P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL161-DL699","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17951P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17951P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17951P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL162-DL700","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17952P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17952P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17952P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL163-DL701","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17952P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17952P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17952P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL164-DL702","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17953P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17953P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17953P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL165-DL703","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17954P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17954P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17954P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL166-DL704","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX17955P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX17955P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX17955P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL167-DL705","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
